user_id,registration_date,state,primary_sport,segment_label,days_since_last_bet,days_since_last_deposit,bet_freq_30d,avg_bet_size,parlay_rate,live_bet_rate,ngr_90d,promo_redemption_rate,n_promos_received_1y,avg_promo_value_received,propensity_score,lift_probability,churn_risk_30d,composite_score,optimal_offer_size
u_10868,2024-03-13,IL,NFL,always_on,0,41,0.793,41.79,0.26,0.38,549.23,0.0,1,0.0,0.816,0.237,0.137,0.006,85.41
u_10869,2024-03-21,VA,MLB,always_on,0,27,0.837,41.63,0.23,0.45,456.31,0.0,0,0.0,0.75,0.212,0.402,0.0213,74.52
u_10870,2023-05-28,MI,NHL,casual,5,2,0.293,22.39,0.35,0.11,23.36,0.5,2,16.09,0.323,0.568,0.161,0.062,15.0
u_10871,2023-12-26,IL,NFL,casual,1,1,0.261,20.11,0.31,0.18,22.48,1.0,1,20.96,0.273,0.554,0.471,0.1895,28.36
u_10872,2024-09-15,NJ,NBA,active_mid,0,2,0.652,34.95,0.38,0.34,168.08,0.0,2,11.02,0.707,0.206,0.348,0.0209,38.84
u_10873,2024-07-08,MI,NHL,casual,2,1,0.283,21.9,0.35,0.17,77.71,1.0,1,15.6,0.333,0.57,0.225,0.0855,28.4
u_10874,2024-09-10,MA,MLB,dormant_high_value,1,6,0.25,20.11,0.19,0.23,112.92,0.5,2,26.84,0.281,0.622,0.354,0.1584,24.16
u_10875,2023-01-23,IL,NBA,dormant_high_value,3,7,0.152,14.73,0.27,0.25,50.46,1.0,2,56.22,0.12,0.832,0.497,0.3641,23.76
u_10876,2023-04-18,MI,NBA,active_mid,1,12,0.62,35.92,0.27,0.33,267.37,1.0,1,22.37,0.607,0.288,0.01,0.0011,55.0
u_10877,2024-09-20,CO,NBA,active_mid,0,24,0.641,36.74,0.35,0.32,174.61,0.0,1,0.0,0.585,0.366,0.151,0.0229,40.72
u_10878,2024-09-11,MA,NFL,dormant_high_value,15,4,0.109,13.75,0.25,0.17,29.66,1.0,2,39.94,0.131,0.814,0.419,0.2965,18.67
u_10879,2023-03-28,VA,NBA,casual,2,2,0.522,28.26,0.33,0.11,67.4,1.0,1,29.6,0.373,0.542,0.01,0.0034,19.47
u_10880,2023-04-25,PA,MLB,casual,1,14,0.337,24.51,0.31,0.18,95.12,1.0,1,24.91,0.428,0.469,0.081,0.0218,26.16
u_10881,2023-05-28,MA,NHL,active_mid,0,17,0.489,26.96,0.38,0.27,217.75,1.0,1,35.52,0.575,0.336,0.085,0.0121,63.46
u_10882,2024-07-24,PA,NBA,dormant_high_value,2,1,0.272,19.62,0.25,0.22,121.09,1.0,2,54.14,0.161,0.727,0.488,0.2972,34.72
u_10883,2023-10-02,IL,MLB,dormant_high_value,1,13,0.239,21.25,0.23,0.21,131.78,0.75,4,41.93,0.177,0.685,0.371,0.2092,35.29
u_10884,2024-06-18,MI,NFL,active_mid,1,24,0.598,34.29,0.29,0.33,144.06,0.667,3,19.45,0.696,0.201,0.087,0.0053,50.86
u_10885,2023-10-13,NJ,NBA,dormant_high_value,20,7,0.207,20.27,0.21,0.19,117.69,0.333,3,25.2,0.193,0.742,0.308,0.1844,35.61
u_10886,2024-07-15,IL,NFL,active_mid,1,15,0.478,26.63,0.27,0.29,246.28,0.0,1,13.9,0.534,0.309,0.27,0.0388,60.58
u_10887,2023-02-28,NY,NFL,casual,2,33,0.207,16.52,0.3,0.14,51.46,1.0,1,41.59,0.267,0.666,0.16,0.0779,23.76
u_10888,2024-10-17,IL,MLB,dormant_high_value,0,13,0.261,20.27,0.29,0.25,120.99,1.0,3,56.01,0.297,0.552,0.371,0.144,26.77
u_10889,2024-05-05,PA,Other,casual,6,10,0.304,22.72,0.41,0.14,56.34,1.0,1,30.08,0.257,0.584,0.54,0.2341,19.37
u_10890,2023-05-17,MI,NFL,active_mid,0,2,0.478,31.03,0.26,0.34,112.32,0.0,1,34.15,0.586,0.398,0.045,0.0075,41.65
u_10891,2023-05-12,NJ,NBA,always_on,0,74,0.935,48.48,0.25,0.37,542.61,0.0,0,0.0,0.745,0.239,0.143,0.0087,100.0
u_10892,2024-05-16,IL,NHL,active_mid,0,20,0.587,28.91,0.29,0.31,85.3,1.0,1,30.36,0.576,0.368,0.016,0.0025,30.5
u_10893,2023-09-21,NY,NFL,casual,8,13,0.239,18.48,0.38,0.11,29.35,1.0,1,20.0,0.332,0.564,0.167,0.063,22.2
u_10894,2023-10-22,IN,NBA,active_mid,0,40,0.598,31.85,0.33,0.35,138.05,0.333,3,13.27,0.573,0.447,0.041,0.0079,39.42
u_10895,2024-04-29,VA,MLB,casual,1,2,0.37,24.18,0.37,0.12,65.75,1.0,1,20.41,0.395,0.47,0.44,0.1251,34.59
u_10896,2024-03-18,TN,NBA,casual,1,3,0.348,24.84,0.29,0.13,73.03,0.0,2,0.0,0.414,0.534,0.363,0.1135,27.16
u_10897,2024-07-07,MI,NFL,always_on,2,27,0.848,39.84,0.14,0.41,386.97,0.0,0,0.0,0.801,0.242,0.172,0.0083,71.29
u_10898,2024-05-31,MA,NFL,dormant_high_value,1,9,0.12,16.36,0.25,0.25,79.88,1.0,3,48.1,0.264,0.675,0.248,0.1234,35.66
u_10899,2023-07-27,NY,MLB,dormant_high_value,21,0,0.13,14.89,0.23,0.18,43.2,1.0,2,64.48,0.159,0.687,0.393,0.2269,26.3
u_10900,2024-07-22,NY,NBA,casual,6,5,0.207,18.97,0.37,0.19,45.41,1.0,1,17.75,0.279,0.631,0.247,0.1125,25.66
u_10901,2023-03-10,PA,NFL,dormant_high_value,4,9,0.217,19.13,0.26,0.17,55.11,0.5,2,56.86,0.205,0.707,0.426,0.2395,25.73
u_10902,2023-06-20,MI,MLB,dormant_high_value,10,6,0.098,13.75,0.27,0.2,54.05,0.5,2,18.27,0.143,0.649,0.479,0.2664,27.47
u_10903,2024-05-12,VA,NFL,bonus_seeker,1,3,0.478,27.28,0.5,0.15,47.05,1.0,1,49.07,0.426,0.46,0.481,0.127,17.48
u_10904,2023-09-09,NY,MLB,casual,7,28,0.196,16.36,0.33,0.15,24.74,1.0,1,28.0,0.279,0.659,0.265,0.126,21.57
u_10905,2024-06-22,VA,NFL,always_on,0,65,0.88,41.14,0.24,0.39,238.09,0.0,0,0.0,0.832,0.118,0.01,0.0002,60.04
u_10906,2023-10-09,MA,Other,active_mid,0,18,0.522,28.42,0.26,0.28,155.74,0.5,2,26.8,0.536,0.425,0.249,0.0491,37.6
u_10907,2023-06-21,IL,NFL,casual,1,4,0.283,23.37,0.36,0.11,33.49,1.0,1,33.81,0.265,0.657,0.284,0.1371,25.02
u_10908,2023-01-08,NY,NFL,casual,0,12,0.25,18.97,0.35,0.14,23.86,1.0,1,25.12,0.214,0.661,0.188,0.0975,17.49
u_10909,2024-10-01,NJ,NFL,casual,3,15,0.261,21.41,0.33,0.12,35.38,1.0,1,46.68,0.303,0.634,0.107,0.0472,19.03
u_10910,2024-09-09,CO,NFL,bonus_seeker,0,3,0.435,24.67,0.45,0.15,31.35,0.0,1,0.0,0.383,0.567,0.522,0.1826,16.42
u_10911,2023-06-03,IL,NHL,casual,1,8,0.283,19.29,0.31,0.19,44.11,1.0,1,29.61,0.268,0.612,0.405,0.1813,24.63
u_10912,2023-02-04,NY,Other,active_mid,0,0,0.707,37.07,0.33,0.36,223.66,1.0,1,20.93,0.587,0.402,0.01,0.0017,39.27
u_10913,2024-10-22,CO,NFL,casual,0,6,0.272,21.09,0.36,0.06,33.7,0.5,2,24.91,0.237,0.636,0.276,0.1337,19.75
u_10914,2023-05-25,IN,NBA,bonus_seeker,6,6,0.304,19.62,0.53,0.1,30.05,1.0,1,69.68,0.373,0.561,0.034,0.0121,15.0
u_10915,2023-04-28,MI,MLB,casual,0,3,0.228,19.29,0.35,0.15,37.01,1.0,2,32.02,0.227,0.645,0.323,0.1609,16.01
u_10916,2023-10-27,VA,NHL,casual,3,6,0.272,18.48,0.38,0.12,45.87,1.0,1,48.49,0.349,0.56,0.417,0.1519,26.69
u_10917,2023-07-08,PA,NBA,always_on,0,5,0.815,38.37,0.25,0.41,335.53,1.0,1,25.77,0.832,0.12,0.12,0.0024,59.65
u_10918,2023-01-26,NY,NFL,active_mid,1,3,0.565,30.22,0.35,0.3,166.0,0.0,1,0.0,0.569,0.297,0.31,0.0398,37.94
u_10919,2024-03-20,MA,NBA,dormant_high_value,4,10,0.217,17.83,0.19,0.2,66.99,0.5,2,17.32,0.119,0.712,0.394,0.247,18.08
u_10920,2023-02-19,PA,MLB,always_on,1,7,0.859,44.4,0.2,0.44,425.52,0.0,1,18.25,0.739,0.144,0.08,0.003,74.31
u_10921,2024-01-01,NJ,NFL,bonus_seeker,5,13,0.359,21.09,0.48,0.14,28.27,1.0,1,23.8,0.332,0.611,0.581,0.2371,17.53
u_10922,2023-08-04,NY,NBA,always_on,0,9,0.663,35.27,0.19,0.37,360.7,1.0,1,47.15,0.699,0.259,0.169,0.0131,84.24
u_10923,2024-05-27,PA,NFL,active_mid,0,3,0.533,27.12,0.28,0.28,117.44,0.0,1,15.87,0.472,0.444,0.206,0.0482,25.94
u_10924,2023-12-08,NY,MLB,casual,3,0,0.207,17.34,0.38,0.11,43.06,1.0,1,48.76,0.195,0.698,0.412,0.2314,25.9
u_10925,2024-03-23,NY,NFL,dormant_high_value,0,0,0.196,18.48,0.28,0.18,106.48,0.333,3,6.91,0.132,0.755,0.345,0.226,26.78
u_10926,2023-06-18,NY,NBA,casual,0,8,0.283,20.92,0.31,0.14,59.19,0.0,1,0.0,0.309,0.616,0.07,0.03,25.63
u_10927,2023-08-05,NJ,NBA,bonus_seeker,4,11,0.359,24.67,0.49,0.06,49.91,0.0,0,0.0,0.352,0.681,0.345,0.1522,32.11
u_10928,2024-09-19,IL,NBA,active_mid,3,8,0.609,34.13,0.26,0.27,177.49,1.0,1,20.45,0.585,0.396,0.296,0.0488,40.34
u_10929,2024-04-03,IL,NFL,casual,1,3,0.348,21.58,0.36,0.18,57.88,1.0,1,29.87,0.264,0.568,0.33,0.1381,18.52
u_10930,2024-09-05,IL,NBA,dormant_high_value,0,21,0.163,18.64,0.27,0.18,66.24,1.0,2,37.78,0.166,0.735,0.389,0.2384,29.29
u_10931,2023-01-29,NY,NBA,active_mid,3,9,0.533,29.57,0.24,0.3,249.02,0.0,1,35.12,0.543,0.383,0.09,0.0158,63.66
u_10932,2023-02-26,NY,NBA,always_on,0,53,0.837,44.08,0.18,0.45,659.16,0.0,0,0.0,0.824,0.137,0.211,0.0051,100.0
u_10933,2024-04-22,IL,NBA,bonus_seeker,1,21,0.337,22.55,0.48,0.08,30.89,1.0,1,72.1,0.341,0.649,0.348,0.1491,15.0
u_10934,2023-07-03,IL,MLB,dormant_high_value,10,1,0.13,14.24,0.21,0.18,55.05,0.5,2,37.2,0.139,0.73,0.342,0.215,20.47
u_10935,2024-05-30,CO,NHL,casual,7,17,0.402,23.04,0.42,0.2,40.9,1.0,2,50.11,0.3,0.49,0.507,0.1739,24.2
u_10936,2023-03-04,PA,NFL,dormant_high_value,3,1,0.152,15.71,0.27,0.18,57.24,1.0,2,48.8,0.186,0.706,0.37,0.2123,26.73
u_10937,2024-03-22,VA,NHL,always_on,0,15,0.804,37.23,0.11,0.32,396.62,0.0,0,0.0,0.779,0.089,0.211,0.0042,69.35
u_10938,2023-09-18,NY,NBA,dormant_high_value,1,2,0.13,14.4,0.19,0.17,59.08,0.5,2,26.8,0.161,0.753,0.382,0.2412,15.0
u_10939,2024-04-12,PA,NFL,bonus_seeker,1,7,0.239,17.66,0.54,0.13,25.58,0.0,0,0.0,0.308,0.621,0.17,0.073,20.02
u_10940,2024-08-16,IL,NFL,casual,0,1,0.283,19.95,0.37,0.1,21.33,1.0,1,16.77,0.272,0.571,0.32,0.133,25.5
u_10941,2024-07-02,CO,NFL,bonus_seeker,0,4,0.326,23.53,0.51,0.1,13.35,0.0,0,0.0,0.316,0.539,0.508,0.1873,15.57
u_10942,2023-07-21,PA,MLB,active_mid,2,4,0.565,30.71,0.34,0.26,150.51,0.0,1,0.0,0.506,0.435,0.136,0.0292,33.33
u_10943,2024-03-30,PA,MLB,active_mid,0,4,0.511,29.89,0.28,0.24,164.42,1.0,1,38.75,0.511,0.39,0.115,0.0219,33.73
u_10944,2023-06-06,MI,MLB,casual,6,10,0.174,17.83,0.38,0.09,23.13,0.0,1,0.0,0.22,0.61,0.544,0.2587,15.0
u_10945,2023-03-12,NY,NBA,dormant_high_value,4,15,0.109,14.57,0.3,0.15,59.34,1.0,4,39.11,0.224,0.611,0.31,0.1471,25.49
u_10946,2024-07-22,NJ,NBA,dormant_high_value,1,12,0.141,15.38,0.2,0.19,60.64,1.0,2,84.22,0.323,0.531,0.346,0.1244,34.43
u_10947,2023-10-07,NY,NFL,always_on,0,10,0.793,37.72,0.15,0.44,648.6,0.0,1,0.0,0.771,0.245,0.084,0.0047,99.3
u_10948,2023-02-11,IN,NFL,always_on,1,33,0.772,36.41,0.07,0.4,673.88,1.0,1,19.59,0.822,0.091,0.104,0.0017,98.88
u_10949,2023-01-28,NJ,NBA,bonus_seeker,0,9,0.446,26.47,0.55,0.09,34.39,0.5,2,33.82,0.243,0.569,0.246,0.1059,26.08
u_10950,2023-03-06,TN,NFL,active_mid,1,0,0.565,32.01,0.26,0.31,208.17,0.0,1,0.0,0.613,0.332,0.101,0.013,54.28
u_10951,2023-08-27,CO,NFL,active_mid,1,5,0.63,33.48,0.31,0.29,176.63,0.0,1,20.66,0.592,0.286,0.171,0.0199,31.22
u_10952,2023-12-08,TN,NBA,dormant_high_value,3,0,0.163,15.22,0.28,0.22,132.33,0.0,3,0.0,0.077,0.803,0.236,0.175,15.85
u_10953,2024-06-13,VA,MLB,always_on,0,32,0.728,38.21,0.16,0.44,491.06,0.0,0,0.0,0.763,0.213,0.046,0.0023,91.24
u_10954,2023-05-13,PA,Other,casual,5,0,0.326,18.97,0.33,0.15,98.39,1.0,1,30.75,0.336,0.585,0.265,0.1032,26.87
u_10955,2024-01-30,NY,Other,casual,1,20,0.293,20.92,0.37,0.12,66.12,0.0,1,0.0,0.418,0.472,0.285,0.0784,24.38
u_10956,2024-03-15,NJ,NBA,bonus_seeker,2,9,0.261,18.64,0.53,0.1,20.34,0.0,0,0.0,0.301,0.505,0.072,0.0255,15.06
u_10957,2023-05-24,NY,NBA,dormant_high_value,7,2,0.293,21.25,0.24,0.22,80.65,1.0,2,34.88,0.351,0.468,0.304,0.0923,22.98
u_10958,2023-04-12,MA,NBA,dormant_high_value,5,21,0.076,12.93,0.27,0.2,34.88,1.0,2,54.86,0.145,0.714,0.399,0.2435,25.25
u_10959,2024-08-05,NY,MLB,active_mid,1,50,0.413,24.67,0.35,0.25,134.45,1.0,1,24.19,0.398,0.469,0.513,0.145,38.35
u_10960,2023-06-30,PA,NFL,dormant_high_value,7,20,0.152,17.34,0.27,0.25,74.43,0.667,3,23.59,0.183,0.75,0.442,0.271,29.83
u_10961,2024-04-18,PA,NBA,active_mid,0,46,0.511,29.89,0.26,0.3,119.82,0.5,2,22.52,0.443,0.46,0.282,0.0724,46.23
u_10962,2023-11-07,VA,NHL,casual,0,4,0.359,23.37,0.36,0.16,61.32,1.0,1,32.89,0.275,0.686,0.166,0.0825,19.55
u_10963,2023-08-20,NY,NFL,casual,3,20,0.174,16.52,0.35,0.18,57.54,0.5,2,9.2,0.386,0.523,0.106,0.0341,26.86
u_10964,2024-10-08,NJ,NBA,casual,1,4,0.261,16.36,0.32,0.16,38.71,1.0,1,20.06,0.338,0.591,0.269,0.1052,15.0
u_10965,2024-10-09,NJ,NBA,casual,5,10,0.337,22.55,0.41,0.14,42.16,0.0,1,0.0,0.29,0.597,0.356,0.1508,19.32
u_10966,2023-10-06,VA,NFL,active_mid,0,54,0.511,30.54,0.28,0.29,115.99,1.0,1,36.89,0.571,0.356,0.047,0.0072,32.28
u_10967,2023-06-15,IL,NFL,casual,7,6,0.098,13.42,0.3,0.19,9.44,0.667,3,37.19,0.296,0.632,0.471,0.2098,15.0
u_10968,2024-01-07,NY,NFL,bonus_seeker,0,4,0.402,25.98,0.59,0.15,26.53,1.0,1,39.41,0.424,0.421,0.166,0.0403,17.99
u_10969,2023-11-30,NJ,NFL,bonus_seeker,2,1,0.337,25.49,0.53,0.14,31.94,0.0,0,0.0,0.258,0.62,0.371,0.1707,15.0
u_10970,2024-02-10,NY,NFL,active_mid,0,3,0.652,34.62,0.32,0.26,158.73,1.0,1,30.42,0.498,0.392,0.039,0.0076,30.53
u_10971,2023-07-31,NJ,NHL,always_on,0,16,0.783,37.88,0.21,0.41,384.45,0.0,0,0.0,0.753,0.269,0.01,0.0007,68.69
u_10972,2023-08-05,VA,NFL,active_mid,2,1,0.446,26.96,0.28,0.3,99.18,0.5,2,17.32,0.543,0.419,0.094,0.0179,41.29
u_10973,2023-11-09,MI,NBA,casual,0,14,0.293,20.6,0.36,0.13,62.16,1.0,2,32.42,0.375,0.464,0.102,0.0295,24.72
u_10974,2024-08-27,PA,NFL,dormant_high_value,5,10,0.239,17.34,0.26,0.19,157.19,1.0,2,57.54,0.241,0.617,0.409,0.1913,27.43
u_10975,2023-09-18,IN,Other,casual,1,25,0.293,19.95,0.43,0.15,49.56,0.5,2,24.31,0.262,0.58,0.119,0.0508,18.33
u_10976,2023-07-01,NY,NFL,bonus_seeker,0,1,0.348,25.0,0.52,0.13,15.71,0.0,1,20.5,0.257,0.644,0.373,0.1784,24.9
u_10977,2024-09-15,MA,NBA,dormant_high_value,1,7,0.152,14.73,0.28,0.18,85.4,1.0,2,31.12,0.045,0.82,0.378,0.2957,17.86
u_10978,2023-04-19,IN,NHL,bonus_seeker,0,4,0.446,26.47,0.52,0.12,33.36,0.0,0,0.0,0.452,0.484,0.411,0.109,15.0
u_10979,2024-07-24,PA,NHL,bonus_seeker,3,6,0.326,20.92,0.56,0.12,18.55,1.0,2,60.86,0.376,0.478,0.078,0.0234,23.19
u_10980,2024-04-01,MA,NFL,casual,0,6,0.207,17.66,0.34,0.14,42.11,0.5,2,15.2,0.361,0.615,0.261,0.1024,24.8
u_10981,2023-08-23,NY,NHL,active_mid,0,28,0.609,30.87,0.33,0.29,333.36,1.0,1,38.06,0.472,0.511,0.265,0.0716,60.26
u_10982,2023-04-14,NY,NBA,dormant_high_value,1,1,0.196,17.99,0.28,0.21,69.18,1.0,3,51.11,0.311,0.548,0.222,0.0838,30.57
u_10983,2023-04-24,NJ,NBA,dormant_high_value,7,24,0.207,17.5,0.22,0.23,91.05,1.0,3,40.15,0.202,0.626,0.306,0.1532,29.46
u_10984,2024-05-28,PA,NFL,active_mid,0,6,0.489,29.4,0.28,0.29,167.28,0.0,1,19.26,0.582,0.341,0.182,0.026,50.2
u_10985,2023-07-03,MA,NFL,bonus_seeker,1,13,0.283,21.25,0.48,0.07,15.74,1.0,1,32.51,0.289,0.579,0.343,0.1412,15.0
u_10986,2024-03-06,VA,MLB,active_mid,0,1,0.522,27.77,0.34,0.27,137.91,0.0,1,0.0,0.466,0.541,0.172,0.0496,32.14
u_10987,2024-10-29,IL,NBA,casual,0,1,0.424,24.18,0.31,0.17,42.06,1.0,1,20.62,0.328,0.574,0.196,0.0756,17.71
u_10988,2023-03-18,IN,NBA,casual,6,3,0.174,13.91,0.38,0.17,35.58,1.0,1,26.87,0.228,0.672,0.456,0.2364,20.74
u_10989,2023-11-08,MI,MLB,active_mid,2,12,0.511,30.71,0.31,0.36,137.51,1.0,1,32.94,0.493,0.39,0.228,0.0452,39.71
u_10990,2023-08-02,NJ,MLB,active_mid,0,25,0.543,33.32,0.27,0.34,155.31,0.0,1,14.95,0.569,0.404,0.152,0.0265,41.53
u_10991,2024-02-29,CO,NFL,active_mid,0,17,0.598,33.32,0.34,0.35,183.7,0.0,1,0.0,0.53,0.274,0.164,0.0212,39.47
u_10992,2023-04-17,NJ,NBA,casual,13,0,0.207,16.52,0.21,0.18,16.97,0.0,1,0.0,0.157,0.717,0.307,0.1855,21.62
u_10993,2023-09-08,MA,NFL,bonus_seeker,1,0,0.359,23.53,0.47,0.1,29.47,1.0,1,39.41,0.327,0.626,0.303,0.1279,15.0
u_10994,2024-10-19,VA,MLB,casual,1,3,0.261,20.76,0.33,0.19,56.62,1.0,2,36.15,0.314,0.498,0.366,0.1251,22.13
u_10995,2023-04-10,NJ,MLB,dormant_high_value,33,27,0.087,11.96,0.3,0.22,41.62,1.0,2,25.28,0.075,0.795,0.255,0.1873,24.11
u_10996,2024-07-04,MA,Other,always_on,0,82,0.761,35.76,0.24,0.37,417.77,0.0,0,0.0,0.832,0.213,0.064,0.0023,85.65
u_10997,2024-01-31,IL,NFL,dormant_high_value,4,0,0.163,16.2,0.21,0.16,115.41,1.0,2,53.32,0.209,0.582,0.334,0.1539,43.74
u_10998,2023-04-25,IL,NFL,always_on,0,54,0.88,45.22,0.21,0.44,422.71,0.5,2,48.38,0.825,0.178,0.024,0.0007,77.47
u_10999,2023-08-08,PA,NFL,casual,17,11,0.196,16.68,0.37,0.17,68.5,1.0,1,33.03,0.249,0.646,0.252,0.1221,32.34
